id,name,date,status_of_system,latitude,longitude,maximum_sustained_wind_knots,maximum_pressure,34_kt_ne,34_kt_se,34_kt_sw,34_kt_nw,50_kt_ne,50_kt_se,50_kt_sw,50_kt_nw,64_kt_ne,64_kt_se,64_kt_sw,64_kt_nw
AL012010,ALEX,6/29/2010 6:00,TS,21.5,-91.9,55,985,90,90,30,60,45,20,15,20,0,0,0,0
AL012010,ALEX,6/29/2010 12:00,TS,22.4,-92.7,60,983,120,100,50,100,60,30,15,20,0,0,0,0
AL012010,ALEX,6/29/2010 18:00,TS,22.9,-93.6,60,981,150,100,50,100,60,30,15,20,0,0,0,0
AL012010,ALEX,6/30/2010 0:00,HU,23,-94.4,65,973,150,150,75,130,80,80,30,40,15,15,15,15
AL012010,ALEX,6/30/2010 6:00,HU,23.1,-94.8,70,966,180,150,90,130,80,80,30,40,20,20,15,15
AL012010,ALEX,6/30/2010 12:00,HU,23.5,-95.2,75,958,180,150,100,130,80,80,30,40,50,20,15,15
AL012010,ALEX,6/30/2010 15:00,HU,24,-95.5,75,958,180,150,100,130,80,80,30,40,50,20,15,15
AL012010,ALEX,6/30/2010 18:00,HU,24.3,-96.2,80,962,180,180,120,130,90,80,60,40,50,30,15,15
AL012010,ALEX,7/1/2010 0:00,HU,24.3,-97.3,90,948,180,180,120,120,90,90,60,50,50,30,15,15
AL012010,ALEX,7/1/2010 2:00,HU,24.2,-97.7,95,946,180,180,120,120,90,90,60,50,50,30,15,15
AL012010,ALEX,7/1/2010 6:00,HU,24.1,-98.4,75,963,180,180,120,90,75,75,30,30,20,20,10,10
AL012010,ALEX,7/1/2010 12:00,TS,23.5,-99.5,60,977,120,120,120,75,50,50,25,25,0,0,0,0
AL012010,ALEX,7/1/2010 18:00,TS,23.1,-100.7,40,987,60,60,105,60,0,0,0,0,0,0,0,0
AL012010,ALEX,7/2/2010 0:00,TD,23.2,-101.9,30,997,0,0,0,0,0,0,0,0,0,0,0,0
AL022010,TWO,7/7/2010 6:00,LO,21.5,-91.1,25,1006,0,0,0,0,0,0,0,0,0,0,0,0
AL022010,TWO,7/7/2010 12:00,LO,22.1,-92,25,1006,0,0,0,0,0,0,0,0,0,0,0,0
AL022010,TWO,7/7/2010 18:00,LO,22.8,-92.8,30,1006,0,0,0,0,0,0,0,0,0,0,0,0
AL022010,TWO,7/8/2010 0:00,TD,23.7,-93.7,30,1005,0,0,0,0,0,0,0,0,0,0,0,0
AL022010,TWO,7/8/2010 6:00,TD,24.7,-95,30,1006,0,0,0,0,0,0,0,0,0,0,0,0
AL022010,TWO,7/8/2010 12:00,TD,26.1,-96.6,30,1006,0,0,0,0,0,0,0,0,0,0,0,0
AL022010,TWO,7/8/2010 14:00,TD,26.1,-97.1,30,1006,0,0,0,0,0,0,0,0,0,0,0,0
AL022010,TWO,7/8/2010 18:00,TD,26.1,-97.8,25,1007,0,0,0,0,0,0,0,0,0,0,0,0
AL022010,TWO,7/9/2010 0:00,TD,25.9,-98.8,25,1007,0,0,0,0,0,0,0,0,0,0,0,0
AL022010,TWO,7/9/2010 6:00,LO,26.1,-99.7,20,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL022010,TWO,7/9/2010 12:00,LO,26.5,-100.6,20,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL022010,TWO,7/9/2010 18:00,LO,27.3,-101.3,20,1010,0,0,0,0,0,0,0,0,0,0,0,0
AL022010,TWO,7/10/2010 0:00,LO,28.1,-102.2,20,1010,0,0,0,0,0,0,0,0,0,0,0,0
AL032010,BONNIE,7/22/2010 6:00,TD,21.5,-73.8,30,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL032010,BONNIE,7/22/2010 12:00,TD,21.7,-74.4,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL032010,BONNIE,7/22/2010 18:00,TD,22.2,-74.9,30,1007,0,0,0,0,0,0,0,0,0,0,0,0
AL032010,BONNIE,7/22/2010 23:15,TS,23,-75.7,35,1006,30,0,0,0,0,0,0,0,0,0,0,0
AL032010,BONNIE,7/23/2010 0:00,TS,23.1,-75.9,35,1006,40,0,0,0,0,0,0,0,0,0,0,0
AL032010,BONNIE,7/23/2010 5:15,TS,23.7,-77.5,40,1005,70,0,0,40,0,0,0,0,0,0,0,0
AL032010,BONNIE,7/23/2010 6:00,TS,23.8,-77.8,40,1005,75,0,0,45,0,0,0,0,0,0,0,0
AL032010,BONNIE,7/23/2010 12:00,TS,24.8,-79.7,35,1006,75,45,0,45,0,0,0,0,0,0,0,0
AL032010,BONNIE,7/23/2010 14:30,TS,25.4,-80.2,35,1007,75,40,0,40,0,0,0,0,0,0,0,0
AL032010,BONNIE,7/23/2010 18:00,TD,25.8,-81.1,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL032010,BONNIE,7/24/2010 0:00,TD,26.3,-82.6,30,1010,0,0,0,0,0,0,0,0,0,0,0,0
AL032010,BONNIE,7/24/2010 6:00,TD,26.7,-84.4,30,1013,0,0,0,0,0,0,0,0,0,0,0,0
AL032010,BONNIE,7/24/2010 12:00,TD,27.5,-85.9,25,1013,0,0,0,0,0,0,0,0,0,0,0,0
AL032010,BONNIE,7/24/2010 18:00,TD,28.1,-87.1,25,1013,0,0,0,0,0,0,0,0,0,0,0,0
AL032010,BONNIE,7/25/2010 0:00,LO,28.6,-88.3,25,1012,0,0,0,0,0,0,0,0,0,0,0,0
AL032010,BONNIE,7/25/2010 6:00,LO,29.2,-89.5,25,1012,0,0,0,0,0,0,0,0,0,0,0,0
AL032010,BONNIE,7/25/2010 12:00,LO,29.8,-90.5,20,1012,0,0,0,0,0,0,0,0,0,0,0,0
AL032010,BONNIE,7/25/2010 18:00,LO,30.1,-91,15,1014,0,0,0,0,0,0,0,0,0,0,0,0
AL042010,COLIN,8/2/2010 12:00,TD,12.5,-40.7,30,1007,0,0,0,0,0,0,0,0,0,0,0,0
AL042010,COLIN,8/2/2010 18:00,TD,12.9,-42.4,30,1007,0,0,0,0,0,0,0,0,0,0,0,0
AL042010,COLIN,8/3/2010 0:00,TD,13.3,-44.4,30,1007,0,0,0,0,0,0,0,0,0,0,0,0
AL042010,COLIN,8/3/2010 6:00,TS,13.7,-46.6,35,1006,30,0,0,30,0,0,0,0,0,0,0,0
AL042010,COLIN,8/3/2010 12:00,TS,14.3,-49.3,35,1007,30,0,0,30,0,0,0,0,0,0,0,0
AL042010,COLIN,8/3/2010 18:00,DB,15.3,-52.2,35,1009,60,0,0,45,0,0,0,0,0,0,0,0
AL042010,COLIN,8/4/2010 0:00,DB,16.1,-54.8,35,1009,90,0,0,60,0,0,0,0,0,0,0,0
AL042010,COLIN,8/4/2010 6:00,DB,17,-57.2,35,1009,120,0,0,60,0,0,0,0,0,0,0,0
AL042010,COLIN,8/4/2010 12:00,DB,18,-59.5,35,1009,150,0,0,45,0,0,0,0,0,0,0,0
AL042010,COLIN,8/4/2010 18:00,DB,19.2,-61.1,40,1009,120,0,0,0,0,0,0,0,0,0,0,0
AL042010,COLIN,8/5/2010 0:00,DB,20.4,-62.5,40,1009,120,0,0,0,0,0,0,0,0,0,0,0
AL042010,COLIN,8/5/2010 6:00,DB,21.7,-63.7,40,1009,120,0,0,0,0,0,0,0,0,0,0,0
AL042010,COLIN,8/5/2010 12:00,TS,23,-64.9,40,1008,90,0,0,0,0,0,0,0,0,0,0,0
AL042010,COLIN,8/5/2010 18:00,TS,24.4,-65.8,45,1007,90,60,0,0,0,0,0,0,0,0,0,0
AL042010,COLIN,8/5/2010 21:00,TS,25,-66.1,50,1005,90,60,0,0,25,25,0,0,0,0,0,0
AL042010,COLIN,8/6/2010 0:00,TS,25.6,-66.6,50,1006,90,60,0,0,25,25,0,0,0,0,0,0
AL042010,COLIN,8/6/2010 6:00,TS,26.4,-67.2,40,1007,90,90,0,0,0,0,0,0,0,0,0,0
AL042010,COLIN,8/6/2010 12:00,TS,27,-67.1,40,1007,90,90,0,0,0,0,0,0,0,0,0,0
AL042010,COLIN,8/6/2010 18:00,TS,27.7,-66.9,40,1008,90,90,0,0,0,0,0,0,0,0,0,0
AL042010,COLIN,8/7/2010 0:00,TS,28.5,-66.6,40,1008,90,90,0,0,0,0,0,0,0,0,0,0
AL042010,COLIN,8/7/2010 6:00,TS,28.9,-66.4,35,1009,90,90,0,0,0,0,0,0,0,0,0,0
AL042010,COLIN,8/7/2010 12:00,TS,29.1,-66.2,35,1010,90,90,0,0,0,0,0,0,0,0,0,0
AL042010,COLIN,8/7/2010 18:00,TS,29.3,-65.9,35,1012,90,90,0,0,0,0,0,0,0,0,0,0
AL042010,COLIN,8/8/2010 0:00,TD,29.7,-65.7,30,1012,0,0,0,0,0,0,0,0,0,0,0,0
AL042010,COLIN,8/8/2010 6:00,TD,30.3,-65.7,30,1013,0,0,0,0,0,0,0,0,0,0,0,0
AL052010,FIVE,8/10/2010 6:00,LO,25.7,-83,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL052010,FIVE,8/10/2010 12:00,LO,25.7,-83.3,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL052010,FIVE,8/10/2010 18:00,TD,25.9,-83.7,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL052010,FIVE,8/11/2010 0:00,TD,26.1,-84.1,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL052010,FIVE,8/11/2010 6:00,LO,26.5,-85,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL052010,FIVE,8/11/2010 12:00,LO,27.1,-86.1,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL052010,FIVE,8/11/2010 18:00,LO,28,-87.5,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL052010,FIVE,8/12/2010 0:00,LO,29,-88.4,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL052010,FIVE,8/12/2010 6:00,LO,29.4,-88.8,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL052010,FIVE,8/12/2010 12:00,LO,29.7,-89,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL052010,FIVE,8/12/2010 18:00,LO,29.8,-89,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL052010,FIVE,8/13/2010 0:00,LO,30,-88.9,25,1007,0,0,0,0,0,0,0,0,0,0,0,0
AL052010,FIVE,8/13/2010 6:00,LO,30.4,-88.8,25,1007,0,0,0,0,0,0,0,0,0,0,0,0
AL052010,FIVE,8/13/2010 12:00,LO,30.8,-88.6,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL052010,FIVE,8/13/2010 18:00,LO,31.4,-88,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL052010,FIVE,8/14/2010 0:00,LO,32,-87.3,20,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL052010,FIVE,8/14/2010 6:00,LO,32.5,-86.5,15,1010,0,0,0,0,0,0,0,0,0,0,0,0
AL052010,FIVE,8/14/2010 12:00,LO,32.8,-85.9,15,1011,0,0,0,0,0,0,0,0,0,0,0,0
AL052010,FIVE,8/14/2010 18:00,LO,33,-85.4,15,1012,0,0,0,0,0,0,0,0,0,0,0,0
AL052010,FIVE,8/15/2010 0:00,LO,32.8,-85,15,1012,0,0,0,0,0,0,0,0,0,0,0,0
AL052010,FIVE,8/15/2010 6:00,LO,32.5,-84.9,15,1013,0,0,0,0,0,0,0,0,0,0,0,0
AL052010,FIVE,8/15/2010 12:00,LO,32,-85,15,1013,0,0,0,0,0,0,0,0,0,0,0,0
AL052010,FIVE,8/15/2010 18:00,LO,31.5,-85.1,20,1013,0,0,0,0,0,0,0,0,0,0,0,0
AL052010,FIVE,8/16/2010 0:00,LO,30.8,-85.3,20,1011,0,0,0,0,0,0,0,0,0,0,0,0
AL052010,FIVE,8/16/2010 6:00,LO,30,-85.6,20,1010,0,0,0,0,0,0,0,0,0,0,0,0
AL052010,FIVE,8/16/2010 12:00,LO,29.3,-86,20,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL052010,FIVE,8/16/2010 18:00,LO,29.3,-86.8,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL052010,FIVE,8/17/2010 0:00,LO,29.6,-87.7,25,1007,0,0,0,0,0,0,0,0,0,0,0,0
AL052010,FIVE,8/17/2010 6:00,LO,30,-88.6,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL052010,FIVE,8/17/2010 12:00,LO,30.7,-89.4,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL052010,FIVE,8/17/2010 18:00,LO,31.3,-90.3,20,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL052010,FIVE,8/18/2010 0:00,LO,31.7,-91,15,1010,0,0,0,0,0,0,0,0,0,0,0,0
AL062010,DANIELLE,8/21/2010 12:00,LO,10.7,-31.1,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL062010,DANIELLE,8/21/2010 18:00,TD,11,-31.7,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL062010,DANIELLE,8/22/2010 0:00,TD,11.4,-32.4,30,1007,0,0,0,0,0,0,0,0,0,0,0,0
AL062010,DANIELLE,8/22/2010 6:00,TS,11.8,-33.1,35,1005,30,30,0,0,0,0,0,0,0,0,0,0
AL062010,DANIELLE,8/22/2010 12:00,TS,12.4,-33.9,35,1005,30,30,0,0,0,0,0,0,0,0,0,0
AL062010,DANIELLE,8/22/2010 18:00,TS,13.2,-34.8,35,1004,30,30,0,0,0,0,0,0,0,0,0,0
AL062010,DANIELLE,8/23/2010 0:00,TS,13.8,-35.9,45,1000,30,30,45,45,0,0,0,0,0,0,0,0
AL062010,DANIELLE,8/23/2010 6:00,TS,14.2,-37.4,50,997,45,45,45,60,20,0,0,20,0,0,0,0
AL062010,DANIELLE,8/23/2010 12:00,TS,14.7,-39.1,55,994,45,45,45,60,20,0,0,20,0,0,0,0
AL062010,DANIELLE,8/23/2010 18:00,HU,15.2,-40.9,65,987,60,45,45,60,20,20,0,20,15,10,0,15
AL062010,DANIELLE,8/24/2010 0:00,HU,15.4,-42.6,75,982,75,60,60,75,40,30,20,40,20,15,0,20
AL062010,DANIELLE,8/24/2010 6:00,HU,15.6,-44.2,80,977,90,60,60,90,50,35,25,40,25,15,10,25
AL062010,DANIELLE,8/24/2010 12:00,HU,16.2,-45.8,70,984,120,90,60,90,60,45,30,60,25,15,10,25
AL062010,DANIELLE,8/24/2010 18:00,HU,17,-47.5,65,987,120,90,60,90,60,45,30,45,25,15,10,25
AL062010,DANIELLE,8/25/2010 0:00,HU,17.7,-49,70,984,120,90,60,90,60,45,30,45,25,15,0,25
AL062010,DANIELLE,8/25/2010 6:00,HU,18.4,-50.4,70,984,120,90,60,90,60,45,30,45,25,15,10,25
AL062010,DANIELLE,8/25/2010 12:00,HU,19.4,-51.6,70,984,120,90,60,90,60,45,30,45,25,15,10,25
AL062010,DANIELLE,8/25/2010 18:00,HU,20.7,-52.6,75,980,120,90,60,90,60,45,30,45,25,15,10,25
AL062010,DANIELLE,8/26/2010 0:00,HU,22,-53.6,80,977,150,105,90,120,75,50,40,60,35,25,20,30
AL062010,DANIELLE,8/26/2010 6:00,HU,23.1,-54.6,85,973,150,105,90,120,75,50,40,60,35,25,20,30
AL062010,DANIELLE,8/26/2010 12:00,HU,24,-55.4,85,973,150,105,90,120,75,50,40,60,35,25,20,30
AL062010,DANIELLE,8/26/2010 18:00,HU,24.8,-56.4,90,970,150,105,90,120,75,50,40,60,40,25,20,40
AL062010,DANIELLE,8/27/2010 0:00,HU,25.6,-57.3,95,966,180,120,105,120,90,60,50,75,40,35,20,40
AL062010,DANIELLE,8/27/2010 6:00,HU,26.2,-58.3,110,953,180,120,105,120,90,60,60,90,50,40,30,45
AL062010,DANIELLE,8/27/2010 12:00,HU,26.5,-59.3,110,948,180,120,105,150,90,60,60,90,50,40,30,45
AL062010,DANIELLE,8/27/2010 18:00,HU,27.1,-60.1,115,942,180,150,130,150,90,75,75,90,50,50,35,50
AL062010,DANIELLE,8/28/2010 0:00,HU,27.7,-60.5,105,946,180,150,130,150,90,75,75,90,50,50,35,50
AL062010,DANIELLE,8/28/2010 6:00,HU,28.3,-61,95,950,180,150,150,150,90,75,75,90,50,50,35,50
AL062010,DANIELLE,8/28/2010 12:00,HU,28.9,-60.8,95,952,180,150,150,150,90,75,75,90,50,50,35,50
AL062010,DANIELLE,8/28/2010 18:00,HU,29.6,-60.2,90,955,210,150,150,150,90,75,75,90,60,60,40,55
AL062010,DANIELLE,8/29/2010 0:00,HU,30.9,-59.2,85,958,210,180,180,180,90,75,75,90,60,60,40,55
AL062010,DANIELLE,8/29/2010 6:00,HU,32.4,-57.9,80,964,210,180,180,180,90,75,90,90,60,60,40,55
AL062010,DANIELLE,8/29/2010 12:00,HU,34.7,-56.2,75,966,210,240,180,180,90,120,90,90,45,60,45,40
AL062010,DANIELLE,8/29/2010 18:00,HU,37.3,-55,75,968,210,270,180,210,120,150,90,90,60,75,60,0
AL062010,DANIELLE,8/30/2010 0:00,HU,38.7,-53.8,70,969,210,270,180,210,120,150,90,90,60,75,60,0
AL062010,DANIELLE,8/30/2010 6:00,HU,40,-52.8,65,970,240,270,180,240,120,150,90,90,60,75,60,0
AL062010,DANIELLE,8/30/2010 12:00,HU,40.6,-51.6,65,970,240,270,180,210,120,150,90,90,60,75,60,0
AL062010,DANIELLE,8/30/2010 18:00,TS,41,-50.2,60,973,240,270,240,210,90,150,90,90,0,0,0,0
AL062010,DANIELLE,8/31/2010 0:00,LO,41.1,-48,60,976,240,300,300,240,90,150,90,90,0,0,0,0
AL062010,DANIELLE,8/31/2010 6:00,LO,41.2,-44.8,55,981,270,360,300,240,90,150,90,90,0,0,0,0
AL062010,DANIELLE,8/31/2010 12:00,LO,41.3,-41,55,985,270,300,300,210,45,150,90,90,0,0,0,0
AL062010,DANIELLE,8/31/2010 18:00,EX,42.1,-35.9,50,987,180,240,240,180,45,150,90,90,0,0,0,0
AL062010,DANIELLE,9/1/2010 0:00,EX,43.5,-30.4,45,988,180,180,180,90,0,0,0,0,0,0,0,0
AL062010,DANIELLE,9/1/2010 6:00,EX,44.8,-26.3,40,990,180,120,120,90,0,0,0,0,0,0,0,0
AL062010,DANIELLE,9/1/2010 12:00,EX,46.2,-24,40,991,180,120,120,90,0,0,0,0,0,0,0,0
AL062010,DANIELLE,9/1/2010 18:00,EX,47.9,-22,40,992,180,120,120,90,0,0,0,0,0,0,0,0
AL062010,DANIELLE,9/2/2010 0:00,EX,49.5,-20.7,40,994,240,0,0,0,0,0,0,0,0,0,0,0
AL062010,DANIELLE,9/2/2010 6:00,EX,51.1,-19.9,40,995,240,0,0,0,0,0,0,0,0,0,0,0
AL062010,DANIELLE,9/2/2010 12:00,EX,53,-20.3,35,996,240,0,0,0,0,0,0,0,0,0,0,0
AL062010,DANIELLE,9/2/2010 18:00,EX,55,-21.5,35,998,180,0,0,0,0,0,0,0,0,0,0,0
AL062010,DANIELLE,9/3/2010 0:00,EX,57.5,-23,30,998,0,0,0,0,0,0,0,0,0,0,0,0
AL072010,EARL,8/24/2010 0:00,LO,12.4,-19.3,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL072010,EARL,8/24/2010 6:00,LO,12.8,-20.9,25,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL072010,EARL,8/24/2010 12:00,LO,13.2,-22.6,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL072010,EARL,8/24/2010 18:00,LO,13.6,-24.3,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL072010,EARL,8/25/2010 0:00,LO,13.9,-26,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL072010,EARL,8/25/2010 6:00,TD,14.1,-27.8,30,1007,0,0,0,0,0,0,0,0,0,0,0,0
AL072010,EARL,8/25/2010 12:00,TS,14.3,-29.7,35,1006,50,30,0,50,0,0,0,0,0,0,0,0
AL072010,EARL,8/25/2010 18:00,TS,14.5,-31.5,35,1006,50,30,0,50,0,0,0,0,0,0,0,0
AL072010,EARL,8/26/2010 0:00,TS,14.7,-33,35,1006,50,30,0,50,0,0,0,0,0,0,0,0
AL072010,EARL,8/26/2010 6:00,TS,14.9,-34.5,40,1004,50,30,0,50,0,0,0,0,0,0,0,0
AL072010,EARL,8/26/2010 12:00,TS,15.1,-36,40,1004,75,50,0,75,0,0,0,0,0,0,0,0
AL072010,EARL,8/26/2010 18:00,TS,15.3,-37.7,40,1004,75,50,0,75,0,0,0,0,0,0,0,0
AL072010,EARL,8/27/2010 0:00,TS,15.5,-39.4,40,1004,75,60,0,75,0,0,0,0,0,0,0,0
AL072010,EARL,8/27/2010 6:00,TS,15.7,-41.2,40,1004,75,60,30,75,0,0,0,0,0,0,0,0
AL072010,EARL,8/27/2010 12:00,TS,15.8,-43.1,40,1004,75,60,30,75,0,0,0,0,0,0,0,0
AL072010,EARL,8/27/2010 18:00,TS,15.9,-45,40,1004,100,80,50,100,0,0,0,0,0,0,0,0
AL072010,EARL,8/28/2010 0:00,TS,16,-47,45,1000,100,80,50,100,0,0,0,0,0,0,0,0
AL072010,EARL,8/28/2010 6:00,TS,16.1,-49,50,996,100,80,50,100,40,30,0,40,0,0,0,0
AL072010,EARL,8/28/2010 12:00,TS,16.2,-51,50,996,100,80,60,100,40,30,0,40,0,0,0,0
AL072010,EARL,8/28/2010 18:00,TS,16.3,-53,50,996,100,80,60,100,40,30,0,40,0,0,0,0
AL072010,EARL,8/29/2010 0:00,TS,16.5,-54.8,55,991,120,100,80,100,60,40,30,50,0,0,0,0
AL072010,EARL,8/29/2010 6:00,TS,16.7,-56.5,55,991,130,100,80,100,60,40,30,60,0,0,0,0
AL072010,EARL,8/29/2010 12:00,HU,17,-58,65,985,130,100,80,100,60,60,30,60,30,20,0,20
AL072010,EARL,8/29/2010 18:00,HU,17.3,-59.3,75,978,150,120,90,120,80,70,40,70,40,30,0,20
AL072010,EARL,8/30/2010 0:00,HU,17.7,-60.6,85,971,150,120,100,120,80,80,40,70,40,30,20,30
AL072010,EARL,8/30/2010 6:00,HU,18.1,-61.9,95,967,150,120,100,120,80,80,40,70,50,40,30,30
AL072010,EARL,8/30/2010 12:00,HU,18.5,-63.1,105,965,170,140,120,150,100,100,50,80,50,40,30,40
AL072010,EARL,8/30/2010 18:00,HU,19,-64.2,115,954,170,150,120,150,100,100,50,80,60,50,30,40
AL072010,EARL,8/31/2010 0:00,HU,19.6,-65.3,115,938,180,150,120,150,100,100,50,80,60,50,30,40
AL072010,EARL,8/31/2010 6:00,HU,20.2,-66.4,115,931,180,150,120,170,100,100,50,80,60,50,30,50
AL072010,EARL,8/31/2010 12:00,HU,20.9,-67.5,115,935,180,150,120,170,100,100,60,80,70,60,30,50
AL072010,EARL,8/31/2010 18:00,HU,21.6,-68.4,115,940,200,180,120,200,120,120,70,100,80,60,40,60
AL072010,EARL,9/1/2010 0:00,HU,22.5,-69.4,110,940,200,180,120,200,120,120,80,100,80,70,40,60
AL072010,EARL,9/1/2010 6:00,HU,23.6,-70.5,105,941,220,180,120,220,120,120,80,100,80,70,40,60
AL072010,EARL,9/1/2010 12:00,HU,24.7,-71.6,110,942,220,180,120,220,120,120,80,100,80,70,40,60
AL072010,EARL,9/1/2010 18:00,HU,25.9,-72.7,115,941,220,180,120,220,120,120,80,100,80,70,40,60
AL072010,EARL,9/2/2010 0:00,HU,27.2,-73.5,120,932,200,180,120,200,120,120,80,100,80,70,40,60
AL072010,EARL,9/2/2010 6:00,HU,28.6,-74.3,125,927,200,180,120,180,120,120,80,100,80,70,40,60
AL072010,EARL,9/2/2010 12:00,HU,30.1,-74.8,115,935,200,180,120,180,120,120,80,100,80,70,40,50
AL072010,EARL,9/2/2010 18:00,HU,31.7,-75.1,100,943,180,180,120,150,100,100,80,80,70,60,40,40
AL072010,EARL,9/3/2010 0:00,HU,33,-74.9,90,949,180,180,120,150,100,100,80,80,70,60,50,40
AL072010,EARL,9/3/2010 6:00,HU,34.5,-74.2,85,955,180,180,150,150,100,100,80,80,60,60,50,40
AL072010,EARL,9/3/2010 12:00,HU,36.1,-73.4,75,959,180,180,150,150,100,100,80,80,60,60,50,40
AL072010,EARL,9/3/2010 18:00,HU,37.6,-72.2,70,960,180,180,150,120,100,120,100,80,60,60,60,30
AL072010,EARL,9/4/2010 0:00,TS,39.1,-70.6,60,961,180,180,150,120,100,120,100,80,0,0,0,0
AL072010,EARL,9/4/2010 6:00,TS,40.7,-68.4,60,961,180,180,150,110,100,120,100,70,0,0,0,0
AL072010,EARL,9/4/2010 12:00,HU,43,-65.7,65,961,180,180,150,110,100,120,100,70,0,60,0,0
AL072010,EARL,9/4/2010 15:00,HU,44.3,-64.5,65,962,180,180,150,110,100,120,100,70,0,60,0,0
AL072010,EARL,9/4/2010 18:00,HU,45.5,-63.2,65,965,180,200,150,90,100,120,80,0,0,60,0,0
AL072010,EARL,9/4/2010 19:00,TS,46,-62.7,60,967,180,200,150,90,100,120,80,0,0,0,0,0
AL072010,EARL,9/5/2010 0:00,EX,48.4,-60.2,55,971,200,220,120,90,100,120,60,0,0,0,0,0
AL072010,EARL,9/5/2010 6:00,EX,50.6,-57.5,50,978,240,240,90,90,120,120,0,0,0,0,0,0
AL072010,EARL,9/5/2010 12:00,EX,52.4,-55.4,45,987,240,240,90,90,0,0,0,0,0,0,0,0
AL072010,EARL,9/5/2010 18:00,EX,54,-54.1,40,992,240,220,90,90,0,0,0,0,0,0,0,0
AL072010,EARL,9/6/2010 0:00,EX,55.7,-53.5,35,994,240,180,90,90,0,0,0,0,0,0,0,0
AL082010,FIONA,8/30/2010 0:00,LO,14,-41.8,25,1007,0,0,0,0,0,0,0,0,0,0,0,0
AL082010,FIONA,8/30/2010 6:00,LO,14.1,-43.8,30,1007,0,0,0,0,0,0,0,0,0,0,0,0
AL082010,FIONA,8/30/2010 12:00,TD,14.4,-45.7,30,1007,0,0,0,0,0,0,0,0,0,0,0,0
AL082010,FIONA,8/30/2010 18:00,TS,14.9,-47.7,35,1007,105,0,0,0,0,0,0,0,0,0,0,0
AL082010,FIONA,8/31/2010 0:00,TS,15.5,-50,35,1007,90,0,0,0,0,0,0,0,0,0,0,0
AL082010,FIONA,8/31/2010 6:00,TS,15.9,-52.5,35,1006,90,0,0,0,0,0,0,0,0,0,0,0
AL082010,FIONA,8/31/2010 12:00,TS,16.1,-54.8,35,1006,90,0,0,0,0,0,0,0,0,0,0,0
AL082010,FIONA,8/31/2010 18:00,TS,16.3,-56.9,40,1006,90,90,0,45,0,0,0,0,0,0,0,0
AL082010,FIONA,9/1/2010 0:00,TS,16.6,-58.5,45,1004,90,90,0,45,0,0,0,0,0,0,0,0
AL082010,FIONA,9/1/2010 6:00,TS,17.2,-59.8,50,1001,90,120,0,45,30,30,0,0,0,0,0,0
AL082010,FIONA,9/1/2010 12:00,TS,18.2,-61,50,998,90,120,0,60,30,30,0,0,0,0,0,0
AL082010,FIONA,9/1/2010 18:00,TS,19.5,-62.5,55,999,90,120,0,60,30,30,0,0,0,0,0,0
AL082010,FIONA,9/2/2010 0:00,TS,21,-63.8,50,1000,90,120,0,0,30,30,0,0,0,0,0,0
AL082010,FIONA,9/2/2010 6:00,TS,22.3,-64.9,45,1001,105,105,0,0,0,0,0,0,0,0,0,0
AL082010,FIONA,9/2/2010 12:00,TS,23.6,-65.9,45,1002,105,105,0,0,0,0,0,0,0,0,0,0
AL082010,FIONA,9/2/2010 18:00,TS,25,-66.6,45,1003,90,90,0,0,0,0,0,0,0,0,0,0
AL082010,FIONA,9/3/2010 0:00,TS,26.3,-67,40,1005,75,90,0,0,0,0,0,0,0,0,0,0
AL082010,FIONA,9/3/2010 6:00,TS,27.5,-67,40,1007,75,90,0,0,0,0,0,0,0,0,0,0
